,Model,Displ,Cyl,Trans,Drive,Fuel,Sales_Area,Stnd,Underhood_ID,Veh_Class,Air_Pollution_Score,FE_Calc_Appr,City_MPG,Hwy_MPG,Cmb_MPG,Unadj_Cmb_MPG,Greenhouse_Gas_Score,SmartWay
1281,JEEP Commander,3.7,(6 cyl),Auto-L5,2WD,Gasoline,CA,L2,8CRXT03.7NE0,SUV,6,Drv,14,19,16,20.5,4,no
1282,JEEP Commander,3.7,(6 cyl),Auto-L5,4WD,Gasoline,CA,L2,8CRXT03.7NE0,SUV,6,Drv,14,19,16,20.5,4,no
1283,JEEP Commander,4.7,(8 cyl),Auto-L5,2WD,Gasoline,CA,L2,8CRXT04.7PE0,SUV,6,Drv,14,19,15,19.7972,3,no
1284,JEEP Commander,4.7,(8 cyl),Auto-L5,4WD,Gasoline,CA,L2,8CRXT04.7PE0,SUV,6,Drv,13,18,14,19.7972,2,no
1285,JEEP Commander,5.7,(8 cyl),Auto-L5,2WD,Gasoline,FA,B5,8CRXT05.7PE0,SUV,6,Drv,13,19,15,19.5,3,no
1286,JEEP Commander,5.7,(8 cyl),Auto-L5,4WD,Gasoline,FA,B5,8CRXT05.7PE0,SUV,6,Drv,13,17,14,18.8,2,no
1287,JEEP Commander,5.7,(8 cyl),Auto-L5,2WD,Gasoline,CA,L2,8CRXT05.7PE0,SUV,6,Drv,13,19,15,19.5,3,no
1288,JEEP Commander,5.7,(8 cyl),Auto-L5,4WD,Gasoline,CA,L2,8CRXT05.7PE0,SUV,6,Drv,13,17,14,18.8,2,no
1289,JEEP Commander,4.7,(8 cyl),Auto-L5,2WD,ethanol/gas,FA,B8,8CRXT04.7PJP,SUV,3/3,Drv,9/14,13/19,10/15,12.9349,4/3,no
1290,JEEP Commander,4.7,(8 cyl),Auto-L5,4WD,ethanol/gas,FA,B8,8CRXT04.7PJP,SUV,3/3,Drv,9/13,12/18,10/14,12.8925,4/2,no
1291,JEEP Compass,2.4,(4 cyl),Man-5,2WD,Gasoline,CA,U2,8CRXB0144M80,SUV,7,Drv,23,28,25,33.0568,7,yes
1292,JEEP Compass,2.4,(4 cyl),Auto-AV,4WD,Gasoline,CA,U2,8CRXB0144M81,SUV,7,Drv,21,24,22,29.1499,6,yes
1293,JEEP Compass,2.4,(4 cyl),Man-5,4WD,Gasoline,CA,U2,8CRXB0144M80,SUV,7,Drv,22,27,24,32.0747,7,yes
1294,JEEP Compass,2.0,(4 cyl),Auto-AV,2WD,Gasoline,FA,B5,8CRXB02.4ME0,SUV,6,Drv,23,27,24,32.3905,7,yes
1295,JEEP Compass,2.4,(4 cyl),Man-5,2WD,Gasoline,FA,B5,8CRXB02.4ME0,SUV,6,Drv,23,28,25,33.0568,7,yes
1296,JEEP Compass,2.4,(4 cyl),Auto-AV,4WD,Gasoline,FA,B5,8CRXB02.4ME0,SUV,6,Drv,21,24,22,29.1499,6,no
1297,JEEP Compass,2.4,(4 cyl),Man-5,4WD,Gasoline,FA,B5,8CRXB02.4ME0,SUV,6,Drv,22,27,24,32.0747,7,yes
1298,JEEP Grand Cherokee,3.7,(6 cyl),Auto-L5,2WD,Gasoline,FA,B5,8CRXT03.7NE0,SUV,6,Drv,15,20,17,22.0688,4,no
1299,JEEP Grand Cherokee,3.7,(6 cyl),Auto-L5,4WD,Gasoline,FA,B5,8CRXT03.7NE0,SUV,6,Drv,15,19,17,21.4214,4,no
1300,JEEP Grand Cherokee,3.7,(6 cyl),Auto-L5,2WD,Gasoline,CA,L2,8CRXT03.7NE0,SUV,6,Drv,15,20,17,22.0688,4,no
1301,JEEP Grand Cherokee,3.7,(6 cyl),Auto-L5,4WD,Gasoline,CA,L2,8CRXT03.7NE0,SUV,6,Drv,15,19,17,21.4214,4,no
1302,JEEP Grand Cherokee,4.7,(8 cyl),Auto-L5,2WD,Gasoline,CA,L2,8CRXT04.7PE0,SUV,6,Drv,14,19,15,19.7972,3,no
1303,JEEP Grand Cherokee,4.7,(8 cyl),Auto-L5,4WD,Gasoline,CA,L2,8CRXT04.7PE0,SUV,6,Drv,14,19,15,19.7972,3,no
1304,JEEP Grand Cherokee,5.7,(8 cyl),Auto-L5,2WD,Gasoline,FA,B5,8CRXT05.7PE0,SUV,6,Drv,13,19,15,19.5,3,no
1305,JEEP Grand Cherokee,5.7,(8 cyl),Auto-L5,4WD,Gasoline,FA,B5,8CRXT05.7PE0,SUV,6,Drv,13,18,15,18.8,3,no
1306,JEEP Grand Cherokee,5.7,(8 cyl),Auto-L5,2WD,Gasoline,CA,L2,8CRXT05.7PE0,SUV,6,Drv,13,19,15,19.5,3,no
1307,JEEP Grand Cherokee,5.7,(8 cyl),Auto-L5,4WD,Gasoline,CA,L2,8CRXT05.7PE0,SUV,6,Drv,13,18,15,18.8,3,no
1308,JEEP Grand Cherokee,6.1,(8 cyl),Auto-L5,4WD,Gasoline,FA,B5,8CRXT06.1PE0,SUV,6,Drv,11,14,12,15.7873,0,no
1309,JEEP Grand Cherokee,6.1,(8 cyl),Auto-L5,4WD,Gasoline,CA,L2,8CRXT06.1PE0,SUV,6,Drv,11,14,12,15.7873,0,no
1310,JEEP Grand Cherokee,4.7,(8 cyl),Auto-L5,2WD,ethanol/gas,FA,B8,8CRXT04.7PJP,SUV,3/3,Drv,9/14,13/19,10/15,13.2584,4/3,no
1311,JEEP Grand Cherokee,4.7,(8 cyl),Auto-L5,4WD,ethanol/gas,FA,B8,8CRXT04.7PJP,SUV,3/3,Drv,9/14,12/19,10/15,12.8925,4/3,no
1312,JEEP Grand Cherokee,3.0,(6 cyl),Auto-L5,2WD,diesel,FA,B10,8CRXT03.05RW,SUV,1,Drv,18,23,20,26.0,4,no
1313,JEEP Grand Cherokee,3.0,(6 cyl),Auto-L5,4WD,diesel,FA,B10,8CRXT03.05RW,SUV,1,Drv,17,22,19,25.1,4,no
1314,JEEP Liberty,3.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,U2,8CRXT0226N80,SUV,7,Drv,16,22,18,23.5,5,no
1315,JEEP Liberty,3.7,(6 cyl),Auto-L4,4WD,Gasoline,CA,U2,8CRXT0226N80,SUV,7,Drv,15,21,17,22.1,4,no
1316,JEEP Liberty,3.7,(6 cyl),Auto-L4,2WD,Gasoline,FA,B5,8CRXT03.7NE0,SUV,6,Drv,16,22,18,23.5,5,no
1317,JEEP Liberty,3.7,(6 cyl),Man-6,2WD,Gasoline,FA,B5,8CRXT03.7NE0,SUV,6,Drv,16,22,19,24.1,5,no
1318,JEEP Liberty,3.7,(6 cyl),Auto-L4,4WD,Gasoline,FA,B5,8CRXT03.7NE0,SUV,6,Drv,15,21,17,22.1,4,no
1319,JEEP Liberty,3.7,(6 cyl),Man-6,4WD,Gasoline,FA,B5,8CRXT03.7NE0,SUV,6,Drv,16,22,18,23.2,5,no
1320,JEEP Liberty,3.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,L2,8CRXT03.7NE0,SUV,6,Drv,16,22,18,23.5,5,no
1321,JEEP Liberty,3.7,(6 cyl),Man-6,2WD,Gasoline,CA,L2,8CRXT03.7NE0,SUV,6,Drv,16,22,19,24.1,5,no
1322,JEEP Liberty,3.7,(6 cyl),Auto-L4,4WD,Gasoline,CA,L2,8CRXT03.7NE0,SUV,6,Drv,15,21,17,22.1,4,no
1323,JEEP Liberty,3.7,(6 cyl),Man-6,4WD,Gasoline,CA,L2,8CRXT03.7NE0,SUV,6,Drv,16,22,18,23.2,5,no
1324,JEEP Patriot,2.4,(4 cyl),Man-5,2WD,Gasoline,CA,U2,8CRXB0144M80,SUV,7,Drv,23,28,25,33.0568,7,yes
1325,JEEP Patriot,2.4,(4 cyl),Auto-AV,4WD,Gasoline,CA,U2,8CRXB0144M81,SUV,7,Drv,20,22,21,29.1499,6,yes
1326,JEEP Patriot,2.4,(4 cyl),Auto-AV,4WD,Gasoline,CA,U2,8CRXB0144M81,SUV,7,Drv,21,24,22,29.1499,6,yes
1327,JEEP Patriot,2.4,(4 cyl),Man-5,4WD,Gasoline,CA,U2,8CRXB0144M80,SUV,7,Drv,22,27,24,32.0747,7,yes
1328,JEEP Patriot,2.0,(4 cyl),Auto-AV,2WD,Gasoline,FA,B5,8CRXB02.4ME0,SUV,6,Drv,23,27,24,32.3905,7,yes
1329,JEEP Patriot,2.4,(4 cyl),Man-5,2WD,Gasoline,FA,B5,8CRXB02.4ME0,SUV,6,Drv,23,28,25,33.0568,7,yes
1330,JEEP Patriot,2.4,(4 cyl),Auto-AV,4WD,Gasoline,FA,B5,8CRXB02.4ME0,SUV,6,Drv,20,22,21,29.1499,6,no
1331,JEEP Patriot,2.4,(4 cyl),Auto-AV,4WD,Gasoline,FA,B5,8CRXB02.4ME0,SUV,6,Drv,21,24,22,29.1499,6,no
1332,JEEP Patriot,2.4,(4 cyl),Man-5,4WD,Gasoline,FA,B5,8CRXB02.4ME0,SUV,6,Drv,22,27,24,32.0747,7,yes
1333,JEEP Wrangler,3.8,(6 cyl),Auto-L4,2WD,Gasoline,CA,U2,8CRXT0231N81,SUV,7,Drv,15,20,17,21.888,4,no
1334,JEEP Wrangler,3.8,(6 cyl),Man-6,2WD,Gasoline,CA,U2,8CRXT0231N81,SUV,7,Drv,16,21,18,22.8334,5,no
1335,JEEP Wrangler,3.8,(6 cyl),Man-6,4WD,Gasoline,CA,U2,8CRXT0231N81,SUV,7,Drv,15,19,16,21.2406,4,no
1336,JEEP Wrangler,3.8,(6 cyl),Auto-L4,4WD,Gasoline,CA,U2,8CRXT0231N81,SUV,7,Drv,15,19,17,21.5699,4,no
1337,JEEP Wrangler,3.8,(6 cyl),Auto-L4,2WD,Gasoline,FA,B5,8CRXT03.8NE1,SUV,6,Drv,15,20,17,21.888,4,no
1338,JEEP Wrangler,3.8,(6 cyl),Man-6,2WD,Gasoline,FA,B5,8CRXT03.8NE1,SUV,6,Drv,16,21,18,22.8334,5,no
1339,JEEP Wrangler,3.8,(6 cyl),Man-6,4WD,Gasoline,FA,B5,8CRXT03.8NE1,SUV,6,Drv,15,19,16,21.2406,4,no
1340,JEEP Wrangler,3.8,(6 cyl),Auto-L4,4WD,Gasoline,FA,B5,8CRXT03.8NE1,SUV,6,Drv,15,19,17,21.5699,4,no
1341,KIA Amanti,3.8,(6 cyl),Auto-L5,2WD,Gasoline,CA,U2,8KMXV03.8HW5,large car,7,Drv,17,24,19,25.0729,5,no
1342,KIA Amanti,3.8,(6 cyl),Auto-L5,2WD,Gasoline,FA,B5,8KMXV03.8HW5,large car,6,Drv,17,24,19,25.0729,5,no
1343,KIA Optima,2.4,(4 cyl),Auto-L5,2WD,Gasoline,CA,U2,8KMXV02.4MW5,midsize car,7,Drv,21,31,25,32.452,7,yes
1344,KIA Optima,2.4,(4 cyl),Man-5,2WD,Gasoline,CA,U2,8KMXV02.4MW5,midsize car,7,Drv,21,31,25,32.6623,7,yes
1345,KIA Optima,2.4,(4 cyl),Auto-L5,2WD,Gasoline,FA,B5,8KMXV02.4MW5,midsize car,6,Drv,21,31,25,32.452,7,yes
1346,KIA Optima,2.4,(4 cyl),Man-5,2WD,Gasoline,FA,B5,8KMXV02.4MW5,midsize car,6,Drv,21,31,25,32.6623,7,yes
1347,KIA Rio,1.6,(4 cyl),Auto-L4,2WD,Gasoline,CA,U2,8KMXV01.6BW5,small car,7,Drv,25,35,29,38.0216,8,yes
1348,KIA Rio,1.6,(4 cyl),Man-5,2WD,Gasoline,CA,U2,8KMXV01.6BW5,small car,7,Drv,27,32,29,39.0022,8,yes
1349,KIA Rio,1.6,(4 cyl),Auto-L4,2WD,Gasoline,FA,B5,8KMXV01.6BW5,small car,6,Drv,25,35,29,38.0216,8,yes
1350,KIA Rio,1.6,(4 cyl),Man-5,2WD,Gasoline,FA,B5,8KMXV01.6BW5,small car,6,Drv,27,32,29,39.0022,8,yes
1351,KIA Rondo,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,U2,8KMXV02.4UW5,station wagon,7,Drv,19,26,22,28.2719,6,yes
1352,KIA Rondo,2.7,(6 cyl),Auto-L5,2WD,Gasoline,CA,U2,8KMXV02.7NW5,station wagon,7,Drv,18,26,21,27.1727,6,yes
1353,KIA Rondo,2.4,(4 cyl),Auto-L4,2WD,Gasoline,FA,B5,8KMXV02.4UW5,station wagon,6,Drv,19,26,22,28.2719,6,no
1354,KIA Rondo,2.7,(6 cyl),Auto-L5,2WD,Gasoline,FA,B5,8KMXV02.7NW5,station wagon,6,Drv,18,26,21,27.1727,6,no
1355,KIA Sedona,3.8,(6 cyl),Auto-L5,2WD,Gasoline,CA,U2,8KMXT03.8VW5,minivan,7,Drv,16,23,18,23.7736,5,no
1356,KIA Sedona,3.8,(6 cyl),Auto-L5,2WD,Gasoline,FA,B5,8KMXT03.8VW5,minivan,6,Drv,16,23,18,23.7736,5,no
1357,KIA Sorento,3.8,(6 cyl),Auto-L5,2WD,Gasoline,FA,B5,8KMXT03.8LM5,SUV,6,Drv,15,21,17,22.2308,4,no
1358,KIA Sorento,3.8,(6 cyl),Auto-L5,4WD,Gasoline,FA,B5,8KMXT03.8LM5,SUV,6,Drv,15,20,17,22.0414,4,no
1359,KIA Sorento,3.8,(6 cyl),Auto-L5,2WD,Gasoline,CA,L2,8KMXT03.8LM5,SUV,6,Drv,15,21,17,22.2308,4,no
1360,KIA Sorento,3.8,(6 cyl),Auto-L5,4WD,Gasoline,CA,L2,8KMXT03.8LM5,SUV,6,Drv,15,20,17,22.0414,4,no
1361,KIA Spectra,2.0,(4 cyl),Auto-L4,2WD,Gasoline,CA,S2,8KMXV02.0LPC,midsize car,9.5,Drv,24,32,27,35.3551,8,yes
1362,KIA Spectra,2.0,(4 cyl),Man-5,2WD,Gasoline,CA,U2,8KMXV02.0LW5,midsize car,7,Drv,23,30,26,34.1962,8,yes
1363,KIA Spectra,2.0,(4 cyl),Auto-L4,2WD,Gasoline,CA,U2,8KMXV02.0LW5,midsize car,7,Drv,24,32,27,35.3551,8,yes
1364,KIA Spectra,2.0,(4 cyl),Man-5,2WD,Gasoline,FA,B5,8KMXV02.0LW5,midsize car,6,Drv,23,30,26,34.1962,8,yes
1365,KIA Spectra,2.0,(4 cyl),Auto-L4,2WD,Gasoline,FA,B5,8KMXV02.0LW5,midsize car,6,Drv,24,32,27,35.3551,8,yes
1366,KIA Sportage,2.0,(4 cyl),Auto-L4,2WD,Gasoline,CA,U2,8KMXT02.0KW5,SUV,7,Drv,19,25,21,28.1022,6,yes
1367,KIA Sportage,2.0,(4 cyl),Man-5,2WD,Gasoline,CA,U2,8KMXT02.0KW5,SUV,7,Drv,20,25,22,28.8515,6,yes
1368,KIA Sportage,2.0,(4 cyl),Man-5,4WD,Gasoline,CA,U2,8KMXT02.0KW5,SUV,7,Drv,19,24,21,27.4803,6,yes
1369,KIA Sportage,2.0,(4 cyl),Auto-L4,2WD,Gasoline,FA,B5,8KMXT02.0KW5,SUV,6,Drv,19,25,21,28.1022,6,no
1370,KIA Sportage,2.0,(4 cyl),Man-5,2WD,Gasoline,FA,B5,8KMXT02.0KW5,SUV,6,Drv,20,25,22,28.8515,6,no
1371,KIA Sportage,2.0,(4 cyl),Man-5,4WD,Gasoline,FA,B5,8KMXT02.0KW5,SUV,6,Drv,19,24,21,27.4803,6,no
1372,KIA Sportage,2.7,(6 cyl),Auto-L4,2WD,Gasoline,FA,B5,8KMXT02.7MM5,SUV,6,Drv,17,23,20,25.4118,6,no
1373,KIA Sportage,2.7,(6 cyl),Auto-L4,4WD,Gasoline,FA,B5,8KMXT02.7MM5,SUV,6,Drv,17,21,19,24.1702,5,no
1374,KIA Sportage,2.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,L2,8KMXT02.7MM5,SUV,6,Drv,17,23,20,25.4118,6,no
1375,KIA Sportage,2.7,(6 cyl),Auto-L4,4WD,Gasoline,CA,L2,8KMXT02.7MM5,SUV,6,Drv,17,21,19,24.1702,5,no
1376,LAMBORGHINI Gallardo Coupe,5.0,(10 cyl),Man-6,4WD,Gasoline,FA,B5,8NLXV05.0406,small car,6,Drv,10,17,13,15.9695,1,no
1377,LAMBORGHINI Gallardo Coupe,5.0,(10 cyl),Auto-S6,4WD,Gasoline,FA,B5,8NLXV05.0406,small car,6,Drv,11,17,13,16.5725,1,no
1378,LAMBORGHINI Gallardo Coupe,5.0,(10 cyl),Man-6,4WD,Gasoline,CA,L2,8NLXV05.0406,small car,6,Drv,10,17,13,15.9695,1,no
1379,LAMBORGHINI Gallardo Coupe,5.0,(10 cyl),Auto-S6,4WD,Gasoline,CA,L2,8NLXV05.0406,small car,6,Drv,11,17,13,16.5725,1,no
1380,LAMBORGHINI Gallardo Spyder,5.0,(10 cyl),Man-6,4WD,Gasoline,FA,B5,8NLXV05.0406,small car,6,Drv,10,15,12,14.9343,0,no
1381,LAMBORGHINI Gallardo Spyder,5.0,(10 cyl),Auto-S6,4WD,Gasoline,FA,B5,8NLXV05.0406,small car,6,Drv,10,16,12,15.5569,0,no
1382,LAMBORGHINI Gallardo Spyder,5.0,(10 cyl),Man-6,4WD,Gasoline,CA,L2,8NLXV05.0406,small car,6,Drv,10,15,12,14.9343,0,no
1383,LAMBORGHINI Gallardo Spyder,5.0,(10 cyl),Auto-S6,4WD,Gasoline,CA,L2,8NLXV05.0406,small car,6,Drv,10,16,12,15.5569,0,no
1384,LAMBORGHINI Murcielago,6.5,(12 cyl),Man-6,4WD,Gasoline,FA,B5,8NLXV06.5474,small car,6,Drv,8,13,10,12.4735,0,no
1385,LAMBORGHINI Murcielago,6.5,(12 cyl),Auto-S6,4WD,Gasoline,FA,B5,8NLXV06.5474,small car,6,Drv,9,14,11,13.6852,0,no
1386,LAMBORGHINI Murcielago,6.5,(12 cyl),Man-6,4WD,Gasoline,CA,L2,8NLXV06.5474,small car,6,Drv,8,13,10,12.4735,0,no
1387,LAMBORGHINI Murcielago,6.5,(12 cyl),Auto-S6,4WD,Gasoline,CA,L2,8NLXV06.5474,small car,6,Drv,9,14,11,13.6852,0,no
1388,LAMBORGHINI Murcielago Reventon,6.5,(12 cyl),Auto-S6,4WD,Gasoline,FA,B5,8NLXV06.5474,small car,6,Drv,9,14,11,13.6852,0,no
1389,LAMBORGHINI Murcielago Reventon,6.5,(12 cyl),Auto-S6,4WD,Gasoline,CA,L2,8NLXV06.5474,small car,6,Drv,9,14,11,13.6852,0,no
1390,LAMBORGHINI Murcielago Roadster,6.5,(12 cyl),Man-6,4WD,Gasoline,FA,B5,8NLXV06.5474,small car,6,Drv,8,13,10,12.4735,0,no
1391,LAMBORGHINI Murcielago Roadster,6.5,(12 cyl),Auto-S6,4WD,Gasoline,FA,B5,8NLXV06.5474,small car,6,Drv,9,14,11,13.6852,0,no
1392,LAMBORGHINI Murcielago Roadster,6.5,(12 cyl),Man-6,4WD,Gasoline,CA,L2,8NLXV06.5474,small car,6,Drv,8,13,10,12.4735,0,no
1393,LAMBORGHINI Murcielago Roadster,6.5,(12 cyl),Auto-S6,4WD,Gasoline,CA,L2,8NLXV06.5474,small car,6,Drv,9,14,11,13.6852,0,no
1394,LAND ROVER LR2,3.2,(6 cyl),Auto-S6,4WD,Gasoline,CA,U2,8LRXT03.2001,SUV,7,Drv,16,23,18,23.6942,5,no
1395,LAND ROVER LR2,3.2,(6 cyl),Auto-S6,4WD,Gasoline,FA,B5,8LRXT03.2001,SUV,6,Drv,16,23,18,23.6942,5,no
1396,LAND ROVER LR3,4.4,(8 cyl),Auto-S6,4WD,Gasoline,CA,U2,8LRXT04.4001,SUV,7,Drv,12,17,14,18.2,2,no
1397,LAND ROVER LR3,4.4,(8 cyl),Auto-S6,4WD,Gasoline,FA,B5,8LRXT04.4001,SUV,6,Drv,12,17,14,18.2,2,no
1398,LAND ROVER Range Rover,4.2,(8 cyl),Auto-S6,4WD,Gasoline,FA,B5,8LRXT04.2001,SUV,6,Drv,12,18,14,18.0,2,no
1399,LAND ROVER Range Rover,4.2,(8 cyl),Auto-S6,4WD,Gasoline,CA,L2,8LRXT04.2001,SUV,6,Drv,12,18,14,18.0,2,no
1400,LAND ROVER Range Rover,4.4,(8 cyl),Auto-S6,4WD,Gasoline,FA,B5,8LRXT04.2001,SUV,6,Drv,12,18,14,18.3,2,no
1401,LAND ROVER Range Rover,4.4,(8 cyl),Auto-S6,4WD,Gasoline,CA,L2,8LRXT04.2001,SUV,6,Drv,12,18,14,18.3,2,no
1402,LAND ROVER Range Rover Sport,4.4,(8 cyl),Auto-S6,4WD,Gasoline,CA,U2,8LRXT04.4001,SUV,7,Drv,12,18,15,18.6,3,no
1403,LAND ROVER Range Rover Sport,4.2,(8 cyl),Auto-S6,4WD,Gasoline,FA,B5,8LRXT04.2001,SUV,6,Drv,12,18,14,17.9,2,no
1404,LAND ROVER Range Rover Sport,4.2,(8 cyl),Auto-S6,4WD,Gasoline,CA,L2,8LRXT04.2001,SUV,6,Drv,12,18,14,17.9,2,no
1405,LAND ROVER Range Rover Sport,4.4,(8 cyl),Auto-S6,4WD,Gasoline,FA,B5,8LRXT04.4001,SUV,6,Drv,12,18,15,18.6,3,no
1406,LEXUS ES 350,3.5,(6 cyl),Auto-S6,2WD,Gasoline,CA,U2,8TYXV03.5BEA,midsize car,7,Drv,19,27,22,28.6873,6,yes
1407,LEXUS ES 350,3.5,(6 cyl),Auto-S6,2WD,Gasoline,FA,B5,8TYXV03.5BEA,midsize car,6,Drv,19,27,22,28.6873,6,no
1408,LEXUS GS 350,3.5,(6 cyl),Auto-S6,4WD,Gasoline,CA,U2,8TYXV03.5BEB,midsize car,7,Drv,18,25,20,26.6628,6,yes
1409,LEXUS GS 350,3.5,(6 cyl),Auto-S6,2WD,Gasoline,CA,U2,8TYXV03.5BEB,midsize car,7,Drv,19,27,22,28.6658,6,yes
1410,LEXUS GS 350,3.5,(6 cyl),Auto-S6,4WD,Gasoline,FA,B5,8TYXV03.5BEB,midsize car,6,Drv,18,25,20,26.6628,6,no
1411,LEXUS GS 350,3.5,(6 cyl),Auto-S6,2WD,Gasoline,FA,B5,8TYXV03.5BEB,midsize car,6,Drv,19,27,22,28.6658,6,no
1412,LEXUS GS 450h,3.5,(6 cyl),Auto-S6,2WD,Gasoline,CA,S2,8TYXV03.5CC4,small car,9,Drv,22,25,23,30.823,7,yes
1413,LEXUS GS 450h,3.5,(6 cyl),Auto-S6,2WD,Gasoline,FA,B3,8TYXV03.5CC4,small car,8,Drv,22,25,23,30.823,7,yes
1414,LEXUS GS 460,4.6,(8 cyl),S8,2WD,Gasoline,CA,U2,8TYXV04.6BEA,midsize car,7,Drv,17,24,20,25.4158,6,yes
1415,LEXUS GS 460,4.6,(8 cyl),S8,2WD,Gasoline,FA,B5,8TYXV04.6BEA,midsize car,6,Drv,17,24,20,25.4158,6,no
1416,LEXUS GX 470,4.7,(8 cyl),Auto-L5,4WD,Gasoline,CA,U2,8TYXT04.7BES,SUV,7,Drv,14,18,15,19.6279,3,no
1417,LEXUS GX 470,4.7,(8 cyl),Auto-L5,4WD,Gasoline,FA,B5,8TYXT04.7BES,SUV,6,Drv,14,18,15,19.6279,3,no
1418,LEXUS IS 250,2.5,(6 cyl),Man-6,2WD,Gasoline,CA,U2,8TYXV02.5BEA,small car,7,Drv,18,26,21,27.5892,6,yes
1419,LEXUS IS 250,2.5,(6 cyl),Auto-S6,4WD,Gasoline,CA,U2,8TYXV02.5BEA,small car,7,Drv,20,26,22,28.7628,6,yes
1420,LEXUS IS 250,2.5,(6 cyl),Auto-S6,2WD,Gasoline,CA,U2,8TYXV02.5BEA,small car,7,Drv,21,29,24,31.7472,7,yes
1421,LEXUS IS 250,2.5,(6 cyl),Man-6,2WD,Gasoline,FA,B5,8TYXV02.5BEA,small car,6,Drv,18,26,21,27.5892,6,no
1422,LEXUS IS 250,2.5,(6 cyl),Auto-S6,4WD,Gasoline,FA,B5,8TYXV02.5BEA,small car,6,Drv,20,26,22,28.7628,6,no
1423,LEXUS IS 250,2.5,(6 cyl),Auto-S6,2WD,Gasoline,FA,B5,8TYXV02.5BEA,small car,6,Drv,21,29,24,31.7472,7,yes
1424,LEXUS IS 350,3.5,(6 cyl),Auto-S6,2WD,Gasoline,CA,U2,8TYXV03.5BEB,small car,7,Drv,18,25,20,26.5808,6,yes
1425,LEXUS IS 350,3.5,(6 cyl),Auto-S6,2WD,Gasoline,FA,B5,8TYXV03.5BEB,small car,6,Drv,18,25,20,26.5808,6,no
1426,LEXUS LS 460,4.6,(8 cyl),S8,2WD,Gasoline,CA,U2,8TYXV04.6BEA,midsize car,7,Drv,16,24,19,24.5642,5,no
1427,LEXUS LS 460,4.6,(8 cyl),S8,2WD,Gasoline,FA,B5,8TYXV04.6BEA,midsize car,6,Drv,16,24,19,24.5642,5,no
1428,LEXUS LS 460 L,4.6,(8 cyl),S8,2WD,Gasoline,CA,U2,8TYXV04.6BEA,midsize car,7,Drv,16,24,19,24.7254,5,no
1429,LEXUS LS 460 L,4.6,(8 cyl),S8,2WD,Gasoline,FA,B5,8TYXV04.6BEA,midsize car,6,Drv,16,24,19,24.7254,5,no
1430,LEXUS LS 600HL,5.0,(8 cyl),S8,4WD,Gasoline,CA,S2,8TYXV05.0CC4,midsize car,9,Drv,20,22,21,26.9406,6,yes
1431,LEXUS LS 600HL,5.0,(8 cyl),S8,4WD,Gasoline,FA,B3,8TYXV05.0CC4,midsize car,8,Drv,20,22,21,26.9406,6,yes
1432,LEXUS LX 570,5.7,(8 cyl),Auto-S6,4WD,Gasoline,CA,U2,8TYXT05.7BEX,SUV,7,Drv,12,18,14,18.3211,2,no
1433,LEXUS LX 570,5.7,(8 cyl),Auto-S6,4WD,Gasoline,FA,B5,8TYXT05.7BEX,SUV,6,Drv,12,18,14,18.3211,2,no
1434,LEXUS RX 350,3.5,(6 cyl),Auto-L5,2WD,Gasoline,CA,U2,8TYXT03.5BEM,SUV,7,Drv,18,23,20,25.7193,6,yes
1435,LEXUS RX 350,3.5,(6 cyl),Auto-S5,2WD,Gasoline,CA,U2,8TYXT03.5BEM,SUV,7,Drv,18,23,20,25.7193,6,yes
1436,LEXUS RX 350,3.5,(6 cyl),Auto-L5,4WD,Gasoline,CA,U2,8TYXT03.5BEM,SUV,7,Drv,17,22,19,24.6127,5,no
1437,LEXUS RX 350,3.5,(6 cyl),Auto-S5,4WD,Gasoline,CA,U2,8TYXT03.5BEM,SUV,7,Drv,17,22,19,24.6127,5,no
1438,LEXUS RX 350,3.5,(6 cyl),Auto-L5,2WD,Gasoline,FA,B5,8TYXT03.5BEM,SUV,6,Drv,18,23,20,25.7193,6,no
1439,LEXUS RX 350,3.5,(6 cyl),Auto-S5,2WD,Gasoline,FA,B5,8TYXT03.5BEM,SUV,6,Drv,18,23,20,25.7193,6,no
1440,LEXUS RX 350,3.5,(6 cyl),Auto-L5,4WD,Gasoline,FA,B5,8TYXT03.5BEM,SUV,6,Drv,17,22,19,24.6127,5,no
1441,LEXUS RX 350,3.5,(6 cyl),Auto-S5,4WD,Gasoline,FA,B5,8TYXT03.5BEM,SUV,6,Drv,17,22,19,24.6127,5,no
1442,LEXUS RX 400H,3.3,(6 cyl),Auto-AV,2WD,Gasoline,CA,S2,8TYXT03.3CCU,SUV,9,Drv,27,24,25,34.1139,7,yes
1443,LEXUS RX 400H,3.3,(6 cyl),Auto-AV,4WD,Gasoline,CA,S2,8TYXT03.3CCU,SUV,9,Drv,26,24,25,33.4232,7,yes
1444,LEXUS RX 400H,3.3,(6 cyl),Auto-AV,2WD,Gasoline,FA,B3,8TYXT03.3CCU,SUV,8,Drv,27,24,25,34.1139,7,yes
1445,LEXUS RX 400H,3.3,(6 cyl),Auto-AV,4WD,Gasoline,FA,B3,8TYXT03.3CCU,SUV,8,Drv,26,24,25,33.4232,7,yes
